period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0175,0.0174,-0.126,0.0113,0.532,-0.1649
Weekly,0.0434,0.0425,-0.0508,0.0353,0.5385,-0.158
Biweekly,0.0409,0.0401,-0.0508,0.0412,0.5769,-0.1559
Monthly,0.0221,0.0218,-0.0784,0.0307,0.5833,-0.1198
