period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0021,0.0021,-0.0393,0.0032,0.4884,-0.0677
Weekly,0.0086,0.0086,-0.0404,0.007,0.5,-0.0626
Biweekly,0.0078,0.0078,-0.0404,0.0062,0.5385,-0.0439
Monthly,0.02,0.0198,-0.0408,0.0156,0.3333,-0.0325
