period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0152,-0.0153,0.6021,0.0505,0.488,-0.2458
Weekly,-0.0152,-0.0153,0.5442,0.0965,0.4808,-0.2192
Biweekly,0.1914,0.1752,0.5442,0.0924,0.5769,-0.2192
Monthly,-0.0096,-0.0097,0.5503,0.2745,0.5,-0.1661
