period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0111,-0.0111,0.1504,0.0193,0.504,-0.2244
Weekly,0.0226,0.0224,0.232,0.0268,0.5577,-0.2097
Biweekly,0.046,0.045,0.232,0.0719,0.5385,-0.189
Monthly,-0.001,-0.001,0.1769,0.0356,0.5,-0.1468
