period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0009,-0.0009,-0.0607,0.0132,0.516,-0.1639
Weekly,-0.0009,-0.0009,-0.0607,0.01,0.5,-0.1568
Biweekly,-0.0032,-0.0032,-0.0607,0.0342,0.5769,-0.1568
Monthly,-0.0076,-0.0077,-0.0883,0.0511,0.4167,-0.1321
