period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0003,-0.0003,0.1399,0.0031,0.5214,-0.0268
Weekly,0.0077,0.0076,0.1376,0.0061,0.6538,-0.0264
Biweekly,0.0043,0.0043,0.1376,0.0105,0.6538,-0.0152
Monthly,0.0015,0.0015,0.1359,0.0068,0.75,-0.0025
