period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0358,0.0352,-0.0643,0.0171,0.494,-0.2944
Weekly,0.0358,0.0352,-0.1064,0.0307,0.4423,-0.2842
Biweekly,0.0116,0.0115,-0.1064,0.0417,0.5,-0.267
Monthly,0.002,0.002,-0.0878,0.0708,0.5833,-0.26
