period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0077,-0.0077,0.7873,0.0156,0.5462,-0.1167
Weekly,-0.0077,-0.0077,0.7655,0.0396,0.6346,-0.111
Biweekly,0.0432,0.0423,0.7655,0.06,0.7308,-0.1076
Monthly,0.0075,0.0074,0.744,0.1213,0.8333,-0.0759
