period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0166,-0.0167,0.215,0.0192,0.488,-0.2231
Weekly,-0.0404,-0.0412,0.215,0.0538,0.5192,-0.1948
Biweekly,-0.0769,-0.08,0.215,0.0829,0.5769,-0.1799
Monthly,-0.0166,-0.0167,0.186,0.1033,0.75,-0.181
