period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0077,-0.0078,0.0624,0.025,0.5422,-0.3601
Weekly,-0.0077,-0.0078,-0.038,0.0861,0.5577,-0.3325
Biweekly,0.1016,0.0967,-0.038,0.1305,0.5385,-0.3228
Monthly,0.0102,0.0101,-0.1336,0.0992,0.5833,-0.3238
