period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0024,-0.0024,-0.0845,0.0134,0.4859,-0.1762
Weekly,-0.0024,-0.0024,-0.1212,0.0202,0.5,-0.1538
Biweekly,0.0004,0.0004,-0.1212,0.0625,0.5,-0.1465
Monthly,-0.0116,-0.0116,-0.1033,0.1054,0.3333,-0.1461
