period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0158,-0.0159,0.6366,0.0192,0.532,-0.1731
Weekly,0.0049,0.0048,0.8757,0.05,0.6154,-0.1547
Biweekly,0.0716,0.0692,0.8757,0.0911,0.8077,-0.1547
Monthly,-0.007,-0.007,0.681,0.099,0.8333,-0.0875
