period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0014,-0.0014,-0.0741,0.0046,0.4767,-0.1208
Weekly,0.0033,0.0033,-0.0894,0.0108,0.4231,-0.1142
Biweekly,-0.0112,-0.0113,-0.0894,0.0113,0.3077,-0.1114
Monthly,-0.0071,-0.0071,-0.1046,0.0182,0.1667,-0.0998
