period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0895,0.0858,0.4518,0.0227,0.548,-0.1032
Weekly,0.0762,0.0734,0.4518,0.0305,0.6346,-0.0938
Biweekly,0.0901,0.0863,0.4518,0.0609,0.6923,-0.0792
Monthly,0.0895,0.0858,0.4305,0.0842,0.75,-0.0622
