period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0163,-0.0164,-0.0993,0.0179,0.468,-0.3484
Weekly,-0.0148,-0.0149,-0.0849,0.0834,0.5577,-0.3451
Biweekly,0.0736,0.071,-0.0849,0.1305,0.5385,-0.3451
Monthly,-0.0216,-0.0218,-0.0906,0.121,0.5,-0.2487
