period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0188,0.0186,0.244,0.0088,0.604,-0.072
Weekly,0.0316,0.0311,0.3069,0.0331,0.5962,-0.0625
Biweekly,0.047,0.0459,0.3069,0.0361,0.5385,-0.0625
Monthly,0.023,0.0227,0.2026,0.0657,0.5833,-0.0569
