period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.003,-0.003,-0.0159,0.0035,0.4612,-0.0847
Weekly,-0.0031,-0.0031,-0.016,0.0016,0.4038,-0.0506
Biweekly,-0.0055,-0.0055,-0.016,0.0025,0.3846,-0.0506
Monthly,-0.0043,-0.0043,-0.0273,0.0052,0.4167,-0.0506
