period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0095,-0.0095,0.4881,0.0184,0.56,-0.1075
Weekly,0.0175,0.0174,0.4881,0.0243,0.6346,-0.0965
Biweekly,0.054,0.0526,0.4881,0.0363,0.5769,-0.0742
Monthly,-0.0095,-0.0095,0.4133,0.0432,0.6667,-0.0696
