period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.043,0.0421,0.2997,0.0301,0.504,-0.3877
Weekly,0.043,0.0421,0.1891,0.0333,0.5192,-0.3275
Biweekly,0.024,0.0237,0.1891,0.06,0.6154,-0.278
Monthly,0.0257,0.0254,0.0525,0.1438,0.5833,-0.2574
