period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0016,-0.0016,-0.101,0.0205,0.5,-0.3036
Weekly,0.0172,0.0171,-0.101,0.047,0.6154,-0.2916
Biweekly,-0.0484,-0.0496,-0.101,0.0558,0.4615,-0.2868
Monthly,-0.0016,-0.0016,0.0333,0.0216,0.5,-0.2606
