period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0143,0.0142,1.0513,0.0189,0.5382,-0.2037
Weekly,0.0143,0.0142,0.9157,0.0687,0.6538,-0.1878
Biweekly,0.0935,0.0894,0.9157,0.0786,0.7308,-0.1878
Monthly,0.0432,0.0423,0.8957,0.0816,0.75,-0.1486
