period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0101,0.0101,0.1595,0.0198,0.4819,-0.2208
Weekly,0.0101,0.0101,0.0791,0.0151,0.5577,-0.209
Biweekly,-0.0094,-0.0095,0.0791,0.0514,0.5385,-0.201
Monthly,-0.0177,-0.0179,0.0444,0.1135,0.5833,-0.1638
