period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0185,0.0183,0.3187,0.0234,0.5341,-0.239
Weekly,0.0185,0.0183,0.2302,0.0221,0.5769,-0.2343
Biweekly,0.0494,0.0482,0.2302,0.055,0.5,-0.222
Monthly,0.0139,0.0138,0.1596,0.0581,0.6667,-0.1806
