period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0146,0.0145,0.5798,0.0246,0.488,-0.229
Weekly,0.0077,0.0077,0.5798,0.0424,0.5962,-0.2178
Biweekly,-0.0382,-0.039,0.5798,0.0538,0.5385,-0.2147
Monthly,0.0146,0.0145,0.4388,0.0095,0.75,-0.0814
