period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0028,-0.0028,0.0156,0.0145,0.52,-0.2737
Weekly,-0.0028,-0.0028,-0.035,0.0365,0.4808,-0.2618
Biweekly,0.0188,0.0187,-0.035,0.0515,0.4615,-0.255
Monthly,-0.0027,-0.0028,0.0116,0.0453,0.5833,-0.2176
