Date,Open,High,Low,Close,Volume,MA7,MA25,MA99,RSI,MACD,MACD_signal,ADX,Volatility,returns
2025-08-28,0.000713,0.000735,0.000708,0.000734,2552164467.0,0.0006944285714285714,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,
2025-08-29,0.000735,0.000736,0.000677,0.000695,1833028892.0,0.0006944285714285714,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,-0.053133514986375974
2025-08-30,0.000694,0.000713,0.000682,0.00071,834568942.0,0.0006944285714285714,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.021582733812949728
2025-08-31,0.000709,0.000718,0.000688,0.00069,664027204.0,0.0006944285714285714,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,-0.028169014084507116
2025-09-01,0.000689,0.000702,0.000632,0.000656,2089140558.0,0.0006944285714285714,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,-0.049275362318840554
2025-09-02,0.000655,0.000687,0.000653,0.000683,1265709227.0,0.0006944285714285714,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.041158536585365946
2025-09-03,0.000683,0.000699,0.000676,0.000693,863501673.0,0.0006944285714285714,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.014641288433382194
2025-09-04,0.000693,0.000697,0.000656,0.000667,1095975815.0,0.0006848571428571428,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,-0.03751803751803762
2025-09-05,0.000666,0.000696,0.000666,0.000679,1478702808.0,0.0006825714285714285,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.01799100449775115
2025-09-06,0.000679,0.000688,0.000668,0.000687,1026562006.0,0.0006792857142857142,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.01178203240058906
2025-09-07,0.000687,0.000699,0.000682,0.000691,1091063112.0,0.0006794285714285714,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.005822416302765587
2025-09-08,0.000692,0.00075,0.000689,0.000734,2174556859.0,0.0006905714285714285,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.06222865412445722
2025-09-09,0.000734,0.000755,0.000708,0.000724,1483819113.0,0.0006964285714285715,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,-0.013623978201634745
2025-09-10,0.000725,0.000753,0.000719,0.000737,1648083193.0,0.0007027142857142857,0.0007180400000000001,0.0004896565656565656,57.94672565087815,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.017955801104972302
2025-09-11,0.000738,0.000757,0.000731,0.000754,1161250023.0,0.0007151428571428571,0.0007180400000000001,0.0004896565656565656,62.17005373620033,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.023066485753052923
2025-09-12,0.000754,0.000766,0.000728,0.000764,1660935134.0,0.0007272857142857143,0.0007180400000000001,0.0004896565656565656,64.43282246770775,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.01326259946949615
2025-09-13,0.000763,0.000794,0.000755,0.000776,1871485829.0,0.00074,0.0007180400000000001,0.0004896565656565656,66.98484068959266,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.015706806282722363
2025-09-14,0.000777,0.000778,0.000719,0.000738,1451142841.0,0.0007467142857142858,0.0007180400000000001,0.0004896565656565656,53.81635876046247,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,-0.04896907216494839
2025-09-15,0.000737,0.000754,0.000682,0.000706,1943353243.0,0.0007427142857142858,0.0007180400000000001,0.0004896565656565656,45.673537559022925,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,-0.04336043360433606
2025-09-16,0.000706,0.000726,0.000688,0.000724,2002049463.0,0.0007427142857142858,0.0007180400000000001,0.0004896565656565656,50.23488170021618,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.025495750708215192
2025-09-17,0.000723,0.00076,0.000711,0.000755,2244980588.0,0.0007452857142857143,0.0007180400000000001,0.0004896565656565656,56.940305479877395,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03429104568245261,0.04281767955801108
2025-09-18,0.000756,0.000774,0.000743,0.000771,1179188900.0,0.0007477142857142857,0.0007180400000000001,0.0004896565656565656,59.940501751687094,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03195231010992036,0.02119205298013238
2025-09-19,0.000772,0.000777,0.000718,0.000724,1483742852.0,0.0007420000000000001,0.0007180400000000001,0.0004896565656565656,49.11484895822602,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03497886971969676,-0.0609597924773021
2025-09-20,0.000724,0.000744,0.000717,0.00074,948966475.0,0.0007368571428571429,0.0007180400000000001,0.0004896565656565656,52.274854124335576,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03453326818270562,0.022099447513812098
2025-09-21,0.000739,0.000758,0.000718,0.000719,1860394426.0,0.0007341428571428571,0.0007180400000000001,0.0004896565656565656,48.05659087841278,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.03312137410073912,-0.02837837837837831
2025-09-22,0.000719,0.000723,0.00062,0.000645,2665245160.0,0.0007254285714285713,0.0007144800000000001,0.0004896565656565656,36.79049210188006,-2.3411585225489254e-06,-2.041211571429593e-05,0.0,0.039854815230090254,-0.10292072322670387
2025-09-23,0.000644,0.000652,0.000623,0.000638,769953040.0,0.0007131428571428572,0.0007122000000000001,0.0004896565656565656,35.93235383839611,-8.71227161034307e-06,-2.041211571429593e-05,0.0,0.03969913632713947,-0.010852713178294504
2025-09-24,0.000639,0.000662,0.000625,0.000648,1254870199.0,0.000697857142857143,0.0007097200000000001,0.0004896565656565656,38.151754433809415,-1.2806878484137945e-05,-2.041211571429593e-05,14.030505163275858,0.03906691859060741,0.01567398119122254
2025-09-25,0.000648,0.000649,0.000589,0.0006,1547406498.0,0.0006734285714285715,0.00070612,0.0004896565656565656,32.35749718599486,-1.9698016308516888e-05,-2.041211571429593e-05,15.679493776822714,0.04205831371623231,-0.07407407407407418
2025-09-26,0.000601,0.000631,0.000598,0.000623,1101405617.0,0.0006590000000000001,0.0007048,0.0004896565656565656,37.2734314911735,-2.3037819261423407e-05,-2.041211571429593e-05,17.21069748940194,0.043033677640198345,0.03833333333333333
2025-09-27,0.000623,0.00063,0.000611,0.000622,844505025.0,0.0006421428571428571,0.00070236,0.0004896565656565656,37.14702560587468,-2.5471706825536144e-05,-2.041211571429593e-05,18.632529508225506,0.042976695668557496,-0.0016051364365969878
2025-09-28,0.000622,0.000639,0.000609,0.000639,787342062.0,0.0006307142857142858,0.0007002,0.0004896565656565656,40.82126301426734,-2.573219757433633e-05,-2.041211571429593e-05,19.594013636845354,0.04078398040586829,0.027331189710610992
