period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0142,0.0141,0.0644,0.0133,0.5,-0.2239
Weekly,0.011,0.0109,0.1441,0.0359,0.5769,-0.193
Biweekly,0.0512,0.0499,0.1441,0.0376,0.5769,-0.1841
Monthly,0.0169,0.0167,0.1119,0.0459,0.75,-0.1697
