period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0045,-0.0046,0.1815,0.0082,0.4779,-0.0817
Weekly,-0.0045,-0.0046,0.1498,0.025,0.5577,-0.0713
Biweekly,0.0314,0.0309,0.1498,0.0347,0.5769,-0.0542
Monthly,0.0128,0.0127,0.1055,0.0511,0.5833,-0.0542
