period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0254,0.0251,-0.1679,0.0205,0.4659,-0.4223
Weekly,0.0254,0.0251,-0.1918,0.0746,0.5,-0.4134
Biweekly,0.0562,0.0546,-0.1918,0.0739,0.4231,-0.409
Monthly,0.0287,0.0283,-0.2374,0.0841,0.5833,-0.3702
