period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0102,-0.0103,-0.0191,0.0169,0.492,-0.2712
Weekly,-0.0096,-0.0097,-0.0191,0.0477,0.5192,-0.2477
Biweekly,-0.0469,-0.0481,-0.0191,0.036,0.5,-0.2477
Monthly,-0.0102,-0.0103,-0.0162,0.1413,0.5,-0.1317
