period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0384,-0.0392,0.5259,0.0469,0.512,-0.4147
Weekly,0.0346,0.034,0.7,0.0588,0.5769,-0.3827
Biweekly,0.1266,0.1192,0.7,0.1124,0.6538,-0.3507
Monthly,-0.0143,-0.0144,0.3074,0.1297,0.5,-0.3796
