period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0066,-0.0066,-0.0226,0.03,0.484,-0.2398
Weekly,-0.1235,-0.1318,0.0247,0.0605,0.5385,-0.2135
Biweekly,-0.1185,-0.1261,0.0247,0.0658,0.6154,-0.2045
Monthly,0.0051,0.0051,0.0253,0.1594,0.75,-0.2175
