period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0024,0.0024,-0.07,0.0178,0.504,-0.2813
Weekly,-0.0182,-0.0184,-0.07,0.0728,0.4615,-0.2535
Biweekly,-0.0819,-0.0855,-0.07,0.1069,0.4231,-0.2535
Monthly,0.0024,0.0024,-0.055,0.0704,0.6667,-0.2154
