period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0068,-0.0068,0.0145,0.0148,0.532,-0.12
Weekly,-0.0246,-0.0249,0.0145,0.0177,0.5385,-0.0965
Biweekly,-0.0386,-0.0394,0.0145,0.0454,0.4231,-0.0919
Monthly,-0.0068,-0.0068,-0.0128,0.0353,0.4167,-0.0632
