period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.001,0.001,0.124,0.0069,0.5308,-0.0397
Weekly,0.0091,0.009,0.1183,0.0082,0.6154,-0.0353
Biweekly,0.0103,0.0102,0.1183,0.0263,0.6538,-0.0276
Monthly,0.001,0.001,0.124,0.0272,0.6923,-0.0255
