period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0132,0.0131,-0.3622,0.0226,0.48,-0.4267
Weekly,-0.0918,-0.0963,-0.2997,0.0436,0.4808,-0.4141
Biweekly,-0.0959,-0.1008,-0.2997,0.0339,0.4615,-0.4141
Monthly,0.0011,0.0011,-0.3893,0.0996,0.5,-0.4158
