period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.016,0.0158,6.9938,0.0417,0.588,-0.21
Weekly,0.016,0.0158,6.8159,0.0959,0.7692,-0.1782
Biweekly,0.2598,0.2309,6.8159,0.1442,0.6923,-0.1498
Monthly,0.0963,0.092,5.3427,0.3545,0.8333,-0.0378
