period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0114,-0.0115,-0.0391,0.0138,0.484,-0.2076
Weekly,-0.0334,-0.0339,-0.0391,0.0249,0.5,-0.1999
Biweekly,-0.0504,-0.0518,-0.0391,0.0387,0.4231,-0.1928
Monthly,-0.0114,-0.0115,-0.1191,0.0517,0.3333,-0.1928
