period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.031,0.0305,-0.1273,0.0263,0.52,-0.3315
Weekly,0.0291,0.0287,-0.1273,0.0803,0.5192,-0.3307
Biweekly,0.0096,0.0096,-0.1273,0.0338,0.3462,-0.3045
Monthly,0.031,0.0305,-0.1748,0.0274,0.4167,-0.2539
