period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0082,-0.0082,0.5947,0.0164,0.572,-0.1189
Weekly,-0.0082,-0.0082,0.5797,0.0273,0.5962,-0.1059
Biweekly,-0.0152,-0.0153,0.5797,0.0434,0.6538,-0.1024
Monthly,-0.0156,-0.0158,0.4312,0.0864,0.6667,-0.0816
