period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0166,-0.0168,0.1173,0.0106,0.512,-0.0843
Weekly,-0.0166,-0.0168,0.1453,0.0147,0.5962,-0.0659
Biweekly,-0.0047,-0.0047,0.1453,0.0298,0.4231,-0.0528
Monthly,-0.0183,-0.0185,0.1501,0.0433,0.5833,-0.0238
