period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0052,0.0052,0.071,0.0169,0.5181,-0.2485
Weekly,0.0052,0.0052,0.025,0.0377,0.5192,-0.2369
Biweekly,0.0584,0.0568,0.025,0.0696,0.4615,-0.2292
Monthly,0.0133,0.0132,-0.0295,0.0455,0.5,-0.17
