period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0036,0.0036,0.185,0.013,0.548,-0.1522
Weekly,0.036,0.0354,0.2296,0.0241,0.5769,-0.1175
Biweekly,0.0408,0.04,0.2296,0.0389,0.5769,-0.117
Monthly,0.0259,0.0256,0.1479,0.0719,0.6667,-0.1237
