period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0154,0.0152,0.2293,0.0107,0.516,-0.1089
Weekly,0.0231,0.0229,0.306,0.0324,0.6346,-0.0838
Biweekly,0.0158,0.0157,0.306,0.0306,0.5769,-0.0743
Monthly,0.0182,0.0181,0.2209,0.0644,0.6667,-0.0447
