period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0038,-0.0038,0.1758,0.0192,0.532,-0.2174
Weekly,0.0523,0.051,0.2267,0.0381,0.5577,-0.1964
Biweekly,0.0214,0.0212,0.2267,0.026,0.5385,-0.1698
Monthly,0.0072,0.0072,0.1375,0.0697,0.5,-0.1472
