period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0139,0.0138,0.5236,0.0193,0.5261,-0.2734
Weekly,0.0139,0.0138,0.4771,0.0238,0.5,-0.2584
Biweekly,0.0342,0.0337,0.4771,0.0781,0.5,-0.2309
Monthly,0.0277,0.0273,0.3347,0.0748,0.4167,-0.2537
