period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0061,0.0061,0.0891,0.0269,0.54,-0.3972
Weekly,0.0061,0.0061,0.1862,0.0199,0.5385,-0.3852
Biweekly,-0.0249,-0.0252,0.1862,0.0319,0.5,-0.3605
Monthly,-0.0374,-0.0381,-0.0218,0.0261,0.4167,-0.3467
