period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0028,0.0027,0.5231,0.0041,0.5542,-0.0812
Weekly,0.0028,0.0027,0.4345,0.0023,0.6346,-0.0609
Biweekly,0.0106,0.0106,0.4345,0.0094,0.6538,-0.0418
Monthly,0.0014,0.0014,0.4132,0.0131,0.5833,-0.0451
