period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0109,0.0108,1.0014,0.0178,0.5341,-0.2075
Weekly,0.0109,0.0108,0.8738,0.0656,0.6538,-0.1908
Biweekly,0.0873,0.0837,0.8738,0.0759,0.7308,-0.1908
Monthly,0.0376,0.037,0.8565,0.0811,0.75,-0.152
