period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0073,0.0073,0.3908,0.0228,0.5703,-0.2345
Weekly,0.0073,0.0073,0.3421,0.0365,0.6154,-0.2001
Biweekly,0.0579,0.0563,0.3421,0.0795,0.6154,-0.1682
Monthly,0.0125,0.0124,0.2831,0.0993,0.5833,-0.1309
