period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0116,0.0115,0.2331,0.0162,0.5703,-0.2889
Weekly,0.0116,0.0115,0.2245,0.0127,0.5769,-0.2417
Biweekly,0.0032,0.0032,0.2245,0.0149,0.6538,-0.2362
Monthly,0.0154,0.0153,0.2024,0.1232,0.75,-0.229
