period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0026,-0.0026,0.3146,0.0151,0.56,-0.1547
Weekly,0.0416,0.0407,0.421,0.0281,0.5962,-0.1408
Biweekly,0.0281,0.0277,0.421,0.0409,0.6154,-0.1295
Monthly,0.0015,0.0015,0.2215,0.0197,0.6667,-0.083
