period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0077,0.0076,0.8225,0.0203,0.5542,-0.1086
Weekly,0.0077,0.0076,0.6434,0.0292,0.6538,-0.0644
Biweekly,0.0459,0.0448,0.6434,0.0475,0.6923,-0.0558
Monthly,0.0393,0.0386,0.6584,0.0895,0.75,-0.0837
