period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0213,-0.0215,0.5215,0.0381,0.564,-0.249
Weekly,-0.0737,-0.0766,0.5215,0.1063,0.6923,-0.2349
Biweekly,-0.1946,-0.2164,0.5215,0.188,0.6923,-0.1946
Monthly,-0.0213,-0.0215,0.4867,0.1093,0.5833,-0.1675
