period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0265,-0.0268,0.2032,0.0346,0.5,-0.275
Weekly,-0.0265,-0.0268,0.1657,0.0588,0.5577,-0.2618
Biweekly,-0.0315,-0.032,0.1657,0.0586,0.5,-0.2403
Monthly,0.0008,0.0008,0.1338,0.0742,0.5833,-0.1951
