period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0031,-0.0031,0.102,0.0173,0.5,-0.2373
Weekly,0.0169,0.0168,0.1715,0.0353,0.5769,-0.2072
Biweekly,-0.0033,-0.0033,0.1715,0.035,0.5769,-0.1742
Monthly,0.0058,0.0058,0.0546,0.0471,0.75,-0.179
