period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0099,-0.0099,-0.185,0.0309,0.46,-0.4321
Weekly,-0.1398,-0.1506,-0.2088,0.0548,0.4615,-0.4259
Biweekly,-0.1562,-0.1698,-0.2088,0.0779,0.4615,-0.4259
Monthly,-0.1634,-0.1784,-0.1968,0.0837,0.5,-0.4184
