period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0054,0.0054,-0.1254,0.0211,0.512,-0.3
Weekly,0.0338,0.0333,-0.1254,0.0274,0.5,-0.2696
Biweekly,0.0062,0.0062,-0.1254,0.0551,0.4615,-0.2576
Monthly,0.0054,0.0054,-0.0686,0.0716,0.5,-0.1984
