period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0087,-0.0087,-0.0412,0.0281,0.5301,-0.3497
Weekly,-0.0087,-0.0087,-0.1444,0.0462,0.4423,-0.3048
Biweekly,-0.0213,-0.0215,-0.1444,0.0863,0.5,-0.3048
Monthly,-0.0477,-0.0488,-0.2106,0.117,0.4167,-0.2745
