period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0149,0.0148,0.1929,0.0243,0.5422,-0.2154
Weekly,0.0149,0.0148,0.1071,0.0302,0.5577,-0.1914
Biweekly,0.0321,0.0316,0.1071,0.0778,0.4615,-0.1876
Monthly,0.0042,0.0042,0.0401,0.0498,0.5833,-0.1165
