period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0049,0.0049,0.0101,0.0201,0.56,-0.2064
Weekly,-0.0333,-0.0338,0.0869,0.0378,0.5769,-0.2037
Biweekly,-0.0307,-0.0312,0.0869,0.0313,0.5769,-0.2037
Monthly,-0.0438,-0.0448,-0.0447,0.0986,0.5833,-0.2001
