period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0021,0.0021,0.4172,0.0351,0.5221,-0.2327
Weekly,0.0021,0.0021,0.4709,0.0133,0.5962,-0.1898
Biweekly,0.0236,0.0233,0.4709,0.1058,0.6154,-0.1898
Monthly,0.017,0.0169,0.515,0.1497,0.8333,-0.1846
