period,ret,log_ret,cum_ret,vol,win,mdd
Daily,0.0169,0.0168,0.0077,0.0174,0.496,-0.2392
Weekly,0.0199,0.0198,0.0512,0.0309,0.5,-0.2184
Biweekly,-0.0331,-0.0337,0.0512,0.0322,0.5769,-0.1887
Monthly,0.0015,0.0015,0.0008,0.0793,0.5833,-0.1636
