period,ret,log_ret,cum_ret,vol,win,mdd
Daily,-0.0006,-0.0006,0.4784,0.0177,0.572,-0.0832
Weekly,-0.0602,-0.0621,0.593,0.0552,0.6538,-0.0748
Biweekly,0.0064,0.0064,0.593,0.0268,0.6538,-0.0748
Monthly,-0.0529,-0.0543,0.5735,0.0962,0.75,-0.0529
